# lon1 lat1 z1 lon2 lat2 z2 lon3 lat3 z3 slip_m rake_deg time_s
-177.678063 -30.036426 -34624.690000 -177.730563 -29.973375 -39466.460000 -177.764560 -30.057438 -39403.460000 0.000000 0.000000 0.000000
-178.975585 -32.478999 -44807.520000 -179.062947 -32.497548 -50000.000000 -179.007269 -32.559172 -44997.120000 0.000000 0.000000 0.000000
-177.773322 -32.748714 -9478.637000 -177.688438 -32.804016 -8946.388000 -177.676959 -32.715207 -9053.019000 0.000000 0.000000 0.000000
-179.487198 -33.799279 -39789.610000 -179.540123 -33.733816 -44383.590000 -179.580712 -33.814393 -44265.680000 0.000000 0.000000 0.000000
-178.414075 -34.240057 -8774.813000 -178.520715 -34.248172 -9136.251000 -178.447609 -34.315055 -8723.443000 0.000000 0.000000 0.000000
-178.414075 -34.240057 -8774.813000 -178.339820 -34.306050 -8311.662000 -178.309186 -34.220658 -8410.992000 0.000000 0.000000 0.000000
-178.387254 -34.159998 -8881.848000 -178.309186 -34.220658 -8410.992000 -178.284713 -34.133550 -8529.797000 0.000000 0.000000 0.000000
-178.387254 -34.159998 -8881.848000 -178.491684 -34.177477 -9216.292000 -178.414075 -34.240057 -8774.813000 0.000000 0.000000 0.000000
-178.692518 -31.811043 -44545.560000 -178.778412 -31.825479 -50000.000000 -178.732615 -31.889871 -44610.840000 0.000000 0.000000 0.000000
-178.358114 -34.079118 -8947.806000 -178.387254 -34.159998 -8881.848000 -178.284713 -34.133550 -8529.797000 0.000000 0.000000 0.000000
-178.358114 -34.079118 -8947.806000 -178.260262 -34.046453 -8636.673000 -178.338901 -33.987187 -9075.706000 0.000000 0.000000 0.000000
-179.497134 -33.649949 -44626.470000 -179.458370 -33.565100 -44648.510000 -179.548719 -33.584772 -49494.680000 0.000000 0.000000 0.000000
-178.312877 -33.895815 -9205.975000 -178.235853 -33.959351 -8731.092000 -178.211476 -33.872261 -8834.935000 0.000000 0.000000 0.000000
-179.253605 -33.297499 -40172.030000 -179.305855 -33.233205 -45018.840000 -179.343883 -33.315252 -45013.080000 0.000000 0.000000 0.000000
-179.214170 -33.215037 -40155.180000 -179.266525 -33.149031 -45002.830000 -179.305855 -33.233205 -45018.840000 0.000000 0.000000 0.000000
-178.269740 -33.798493 -9300.996000 -178.211476 -33.872261 -8834.935000 -178.161533 -33.793735 -8823.496000 0.000000 0.000000 0.000000
-178.159754 -33.640186 -9210.699000 -178.052679 -33.639765 -8717.563000 -178.105395 -33.561132 -9179.265000 0.000000 0.000000 0.000000
-178.214526 -33.717333 -9249.934000 -178.269740 -33.798493 -9300.996000 -178.161533 -33.793735 -8823.496000 0.000000 0.000000 0.000000
-178.214526 -33.717333 -9249.934000 -178.323537 -33.722819 -9741.973000 -178.269740 -33.798493 -9300.996000 0.000000 0.000000 0.000000
-178.280534 -30.989240 -44421.580000 -178.239444 -30.909722 -44473.360000 -178.323330 -30.924736 -50000.000000 0.000000 0.000000 0.000000
-178.159754 -33.640186 -9210.699000 -178.214526 -33.717333 -9249.934000 -178.107061 -33.716754 -8774.354000 0.000000 0.000000 0.000000
-179.176660 -33.130111 -40219.270000 -179.228721 -33.065917 -45052.570000 -179.266525 -33.149031 -45002.830000 0.000000 0.000000 0.000000
-178.159754 -33.640186 -9210.699000 -178.266922 -33.639081 -9720.090000 -178.214526 -33.717333 -9249.934000 0.000000 0.000000 0.000000
-178.105395 -33.561132 -9179.265000 -177.998395 -33.562760 -8687.431000 -178.058568 -33.488411 -9138.158000 0.000000 0.000000 0.000000
-177.747709 -29.825995 -44513.290000 -177.712715 -29.743389 -44625.320000 -177.796344 -29.764104 -49893.030000 0.000000 0.000000 0.000000
-178.018784 -33.411707 -9168.676000 -178.124680 -33.418259 -9624.745000 -178.058568 -33.488411 -9138.158000 0.000000 0.000000 0.000000
-179.190659 -32.982405 -44984.450000 -179.279621 -33.001479 -50000.000000 -179.228721 -33.065917 -45052.570000 0.000000 0.000000 0.000000
-179.026707 -32.793776 -40103.300000 -179.079022 -32.728867 -45045.900000 -179.116779 -32.815069 -44935.410000 0.000000 0.000000 0.000000
-178.018784 -33.411707 -9168.676000 -177.952358 -33.482407 -8657.438000 -177.913215 -33.399261 -8696.407000 0.000000 0.000000 0.000000
-179.138211 -33.047638 -40255.270000 -179.190659 -32.982405 -44984.450000 -179.228721 -33.065917 -45052.570000 0.000000 0.000000 0.000000
-178.990129 -32.710191 -40211.020000 -179.045422 -32.647194 -44847.090000 -179.079022 -32.728867 -45045.900000 0.000000 0.000000 0.000000
-177.979773 -33.329264 -9167.510000 -177.913215 -33.399261 -8696.407000 -177.874661 -33.315957 -8692.526000 0.000000 0.000000 0.000000
-177.092908 -31.154257 -9518.464000 -177.018959 -31.218920 -9012.910000 -176.995525 -31.132370 -9088.646000 0.000000 0.000000 0.000000
-178.195956 -30.825683 -44495.210000 -178.155942 -30.746554 -44449.310000 -178.239554 -30.761766 -50000.000000 0.000000 0.000000 0.000000
-177.946143 -33.248738 -9199.936000 -177.874661 -33.315957 -8692.526000 -177.841988 -33.230897 -8730.913000 0.000000 0.000000 0.000000
-177.946143 -33.248738 -9199.936000 -178.049916 -33.262937 -9636.048000 -177.979773 -33.329264 -9167.510000 0.000000 0.000000 0.000000
-177.913549 -33.163943 -9218.568000 -178.017092 -33.182325 -9667.411000 -177.946143 -33.248738 -9199.936000 0.000000 0.000000 0.000000
-177.913549 -33.163943 -9218.568000 -177.946143 -33.248738 -9199.936000 -177.841988 -33.230897 -8730.913000 0.000000 0.000000 0.000000
-177.880386 -33.078817 -9256.982000 -177.984454 -33.096933 -9704.438000 -177.913549 -33.163943 -9218.568000 0.000000 0.000000 0.000000
-177.880386 -33.078817 -9256.982000 -177.809360 -33.145849 -8733.338000 -177.776769 -33.060793 -8788.058000 0.000000 0.000000 0.000000
-178.887101 -32.455890 -39943.740000 -178.937875 -32.390460 -44860.350000 -178.975585 -32.478999 -44807.520000 0.000000 0.000000 0.000000
-177.848041 -32.993652 -9292.507000 -177.951699 -33.012402 -9750.735000 -177.880386 -33.078817 -9256.982000 0.000000 0.000000 0.000000
-177.848041 -32.993652 -9292.507000 -177.880386 -33.078817 -9256.982000 -177.776769 -33.060793 -8788.058000 0.000000 0.000000 0.000000
-178.918707 -32.540770 -40028.290000 -178.975585 -32.478999 -44807.520000 -179.007269 -32.559172 -44997.120000 0.000000 0.000000 0.000000
-177.815519 -32.908582 -9330.569000 -177.744233 -32.975750 -8809.309000 -177.711732 -32.890708 -8871.065000 0.000000 0.000000 0.000000
-178.850473 -32.367924 -39931.630000 -178.905984 -32.306200 -44848.510000 -178.937875 -32.390460 -44860.350000 0.000000 0.000000 0.000000
-177.789455 -32.829481 -9398.338000 -177.711732 -32.890708 -8871.065000 -177.688438 -32.804016 -8946.388000 0.000000 0.000000 0.000000
-178.074890 -30.581783 -44423.300000 -178.158213 -30.597924 -50000.000000 -178.112833 -30.660937 -44521.580000 0.000000 0.000000 0.000000
-177.773322 -32.748714 -9478.637000 -177.789455 -32.829481 -9398.338000 -177.688438 -32.804016 -8946.388000 0.000000 0.000000 0.000000
-177.773322 -32.748714 -9478.637000 -177.873327 -32.773554 -9906.241000 -177.789455 -32.829481 -9398.338000 0.000000 0.000000 0.000000
-178.786660 -32.200694 -39940.710000 -178.839209 -32.138273 -44891.510000 -178.873665 -32.222019 -44851.390000 0.000000 0.000000 0.000000
-177.757203 -32.657203 -9592.283000 -177.773322 -32.748714 -9478.637000 -177.676959 -32.715207 -9053.019000 0.000000 0.000000 0.000000
-177.130332 -28.034797 -45369.460000 -177.099393 -27.946779 -45211.960000 -177.181416 -27.974013 -50000.000000 0.000000 0.000000 0.000000
-176.993902 -28.128038 -35403.090000 -176.912403 -28.160191 -30648.760000 -176.920732 -28.072084 -32403.890000 0.000000 0.000000 0.000000
-178.819155 -32.283813 -39981.810000 -178.873665 -32.222019 -44851.390000 -178.905984 -32.306200 -44848.510000 0.000000 0.000000 0.000000
-177.731333 -32.563391 -9702.089000 -177.757203 -32.657203 -9592.283000 -177.658381 -32.627592 -9151.663000 0.000000 0.000000 0.000000
-177.702404 -32.476718 -9758.683000 -177.731333 -32.563391 -9702.089000 -177.629051 -32.541782 -9234.389000 0.000000 0.000000 0.000000
-177.883811 -30.163403 -44489.870000 -177.965846 -30.184686 -49955.800000 -177.917354 -30.244464 -44208.440000 0.000000 0.000000 0.000000
-178.604177 -31.795104 -39404.570000 -178.651575 -31.726838 -44132.220000 -178.692518 -31.811043 -44545.560000 0.000000 0.000000 0.000000
-178.751498 -32.119086 -39926.560000 -178.804711 -32.055545 -44734.560000 -178.839209 -32.138273 -44891.510000 0.000000 0.000000 0.000000
-177.672448 -32.390939 -9822.253000 -177.702404 -32.476718 -9758.683000 -177.599759 -32.455966 -9276.119000 0.000000 0.000000 0.000000
-177.643149 -32.305407 -9889.975000 -177.672448 -32.390939 -9822.253000 -177.570514 -32.370165 -9337.037000 0.000000 0.000000 0.000000
-178.716759 -32.035222 -39719.970000 -178.767102 -31.970924 -44813.250000 -178.804711 -32.055545 -44734.560000 0.000000 0.000000 0.000000
-177.509454 -29.239384 -44548.930000 -177.594148 -29.259207 -49607.450000 -177.542862 -29.321683 -44529.800000 0.000000 0.000000 0.000000
-177.644725 -29.575919 -44731.290000 -177.728787 -29.595790 -49892.620000 -177.679343 -29.657367 -44534.270000 0.000000 0.000000 0.000000
-178.521080 -31.630187 -39005.040000 -178.568685 -31.562712 -43823.610000 -178.609480 -31.646522 -44073.230000 0.000000 0.000000 0.000000
-177.614052 -32.219012 -9948.765000 -177.643149 -32.305407 -9889.975000 -177.541296 -32.284366 -9386.187000 0.000000 0.000000 0.000000
-178.679935 -31.953158 -39814.560000 -178.732615 -31.889871 -44610.840000 -178.767102 -31.970924 -44813.250000 0.000000 0.000000 0.000000
-177.584840 -32.133157 -10037.890000 -177.614052 -32.219012 -9948.765000 -177.512115 -32.198562 -9449.956000 0.000000 0.000000 0.000000
-178.479278 -31.548275 -39086.410000 -178.525879 -31.482087 -43947.490000 -178.568685 -31.562712 -43823.610000 0.000000 0.000000 0.000000
-177.584840 -32.133157 -10037.890000 -177.686856 -32.154541 -10544.240000 -177.614052 -32.219012 -9948.765000 0.000000 0.000000 0.000000
-177.552596 -32.045111 -10090.890000 -177.584840 -32.133157 -10037.890000 -177.482970 -32.112771 -9537.360000 0.000000 0.000000 0.000000
-178.437802 -31.464046 -38849.180000 -178.483455 -31.397818 -44063.340000 -178.525879 -31.482087 -43947.490000 0.000000 0.000000 0.000000
-178.564192 -31.712452 -38957.910000 -178.609480 -31.646522 -44073.230000 -178.651575 -31.726838 -44132.220000 0.000000 0.000000 0.000000
-177.508360 -31.954153 -10118.330000 -177.552596 -32.045111 -10090.890000 -177.450251 -32.028181 -9556.811000 0.000000 0.000000 0.000000
-178.357612 -31.300340 -38948.590000 -178.402934 -31.234954 -44189.620000 -178.444823 -31.316681 -44082.780000 0.000000 0.000000 0.000000
-178.315600 -31.217929 -39124.350000 -178.362617 -31.152664 -44253.090000 -178.402934 -31.234954 -44189.620000 0.000000 0.000000 0.000000
-177.461944 -31.873105 -10053.540000 -177.508360 -31.954153 -10118.330000 -177.403840 -31.948124 -9535.807000 0.000000 0.000000 0.000000
-178.275420 -31.135773 -39106.270000 -178.321432 -31.070446 -44342.870000 -178.362617 -31.152664 -44253.090000 0.000000 0.000000 0.000000
-177.415422 -31.793235 -10014.360000 -177.461944 -31.873105 -10053.540000 -177.357496 -31.868075 -9479.158000 0.000000 0.000000 0.000000
-177.577040 -29.407883 -44714.090000 -177.661389 -29.427490 -49836.130000 -177.610928 -29.489053 -44554.110000 0.000000 0.000000 0.000000
-178.234920 -31.053943 -39174.970000 -178.280534 -30.989240 -44421.580000 -178.321432 -31.070446 -44342.870000 0.000000 0.000000 0.000000
-177.369293 -31.713353 -9933.730000 -177.311230 -31.788026 -9427.448000 -177.265021 -31.707966 -9352.830000 0.000000 0.000000 0.000000
-178.195029 -30.974025 -39155.780000 -178.239444 -30.909722 -44473.360000 -178.280534 -30.989240 -44421.580000 0.000000 0.000000 0.000000
-177.322760 -31.633255 -9848.421000 -177.369293 -31.713353 -9933.730000 -177.265021 -31.707966 -9352.830000 0.000000 0.000000 0.000000
-177.204598 -28.291989 -45099.990000 -177.174075 -28.203558 -45023.850000 -177.259720 -28.231888 -50000.000000 0.000000 0.000000 0.000000
-176.970690 -28.391715 -30155.160000 -176.887121 -28.425202 -25857.330000 -176.895597 -28.336759 -27377.510000 0.000000 0.000000 0.000000
-177.276783 -31.553399 -9756.956000 -177.322760 -31.633255 -9848.421000 -177.218878 -31.627915 -9307.491000 0.000000 0.000000 0.000000
-177.230765 -31.473454 -9679.976000 -177.334460 -31.479026 -10205.760000 -177.276783 -31.553399 -9756.956000 0.000000 0.000000 0.000000
-177.116396 -31.242392 -9469.074000 -177.039630 -31.306342 -8970.635000 -177.018959 -31.218920 -9012.910000 0.000000 0.000000 0.000000
-177.230765 -31.473454 -9679.976000 -177.276783 -31.553399 -9756.956000 -177.172812 -31.547864 -9191.668000 0.000000 0.000000 0.000000
-178.111200 -30.810689 -39177.390000 -178.155942 -30.746554 -44449.310000 -178.195956 -30.825683 -44495.210000 0.000000 0.000000 0.000000
-177.185027 -31.393463 -9554.731000 -177.288843 -31.399224 -10095.100000 -177.230765 -31.473454 -9679.976000 0.000000 0.000000 0.000000
-177.185027 -31.393463 -9554.731000 -177.126802 -31.467812 -9127.611000 -177.080868 -31.387751 -9015.121000 0.000000 0.000000 0.000000
-177.016925 -28.798810 -26595.080000 -176.931581 -28.833567 -22754.700000 -176.939393 -28.744790 -24114.800000 0.000000 0.000000 0.000000
-177.362414 -28.808870 -45142.940000 -177.446295 -28.833283 -50000.000000 -177.388577 -28.892696 -45236.450000 0.000000 0.000000 0.000000
-177.334457 -28.721658 -45058.640000 -177.307457 -28.634590 -45157.070000 -177.390184 -28.662038 -50000.000000 0.000000 0.000000 0.000000
-178.152668 -30.892598 -39221.930000 -178.195956 -30.825683 -44495.210000 -178.239444 -30.909722 -44473.360000 0.000000 0.000000 0.000000
-177.143359 -31.317761 -9491.300000 -177.080868 -31.387751 -9015.121000 -177.039630 -31.306342 -8970.635000 0.000000 0.000000 0.000000
-177.116396 -31.242392 -9469.074000 -177.218859 -31.254869 -9975.929000 -177.143359 -31.317761 -9491.300000 0.000000 0.000000 0.000000
-177.116396 -31.242392 -9469.074000 -177.143359 -31.317761 -9491.300000 -177.039630 -31.306342 -8970.635000 0.000000 0.000000 0.000000
-177.092908 -31.154257 -9518.464000 -177.116396 -31.242392 -9469.074000 -177.018959 -31.218920 -9012.910000 0.000000 0.000000 0.000000
-177.050619 -31.059241 -9498.084000 -177.092908 -31.154257 -9518.464000 -176.995525 -31.132370 -9088.646000 0.000000 0.000000 0.000000
-177.948649 -30.480509 -39074.630000 -177.995127 -30.416076 -44264.320000 -178.032913 -30.498059 -44421.070000 0.000000 0.000000 0.000000
-178.070165 -30.727533 -39234.530000 -178.112833 -30.660937 -44521.580000 -178.155942 -30.746554 -44449.310000 0.000000 0.000000 0.000000
-177.229965 -28.377068 -45174.390000 -177.312810 -28.403702 -50000.000000 -177.253698 -28.461523 -45185.790000 0.000000 0.000000 0.000000
-177.989278 -30.564354 -39105.230000 -178.032913 -30.498059 -44421.070000 -178.074890 -30.581783 -44423.300000 0.000000 0.000000 0.000000
-177.000211 -30.977557 -9448.109000 -177.050619 -31.059241 -9498.084000 -176.946121 -31.053967 -8996.399000 0.000000 0.000000 0.000000
-177.870971 -30.310356 -39091.890000 -177.917354 -30.244464 -44208.440000 -177.955288 -30.334353 -44238.660000 0.000000 0.000000 0.000000
-176.953780 -30.900819 -9388.180000 -176.896777 -30.975553 -8962.006000 -176.850652 -30.895945 -8896.163000 0.000000 0.000000 0.000000
-177.447478 -29.063339 -45088.590000 -177.420246 -28.981875 -45009.490000 -177.504334 -29.003962 -50000.000000 0.000000 0.000000 0.000000
-176.917612 -30.827238 -9410.935000 -177.020487 -30.833245 -9881.198000 -176.953780 -30.900819 -9388.180000 0.000000 0.000000 0.000000
-176.917612 -30.827238 -9410.935000 -176.850652 -30.895945 -8896.163000 -176.816339 -30.811836 -8958.072000 0.000000 0.000000 0.000000
-177.833466 -30.223551 -39097.740000 -177.883811 -30.163403 -44489.870000 -177.917354 -30.244464 -44208.440000 0.000000 0.000000 0.000000
-176.883482 -30.743715 -9448.503000 -176.984799 -30.759307 -9884.733000 -176.917612 -30.827238 -9410.935000 0.000000 0.000000 0.000000
-176.883482 -30.743715 -9448.503000 -176.917612 -30.827238 -9410.935000 -176.816339 -30.811836 -8958.072000 0.000000 0.000000 0.000000
-177.282552 -28.551789 -44997.420000 -177.365481 -28.575609 -50000.000000 -177.307457 -28.634590 -45157.070000 0.000000 0.000000 0.000000
-176.849169 -30.659766 -9530.782000 -176.883482 -30.743715 -9448.503000 -176.782068 -30.727740 -9002.610000 0.000000 0.000000 0.000000
-177.799428 -30.141788 -39266.380000 -177.849206 -30.078904 -44533.150000 -177.883811 -30.163403 -44489.870000 0.000000 0.000000 0.000000
-176.827988 -30.566826 -9653.234000 -176.916113 -30.592787 -10009.900000 -176.849169 -30.659766 -9530.782000 0.000000 0.000000 0.000000
-176.773089 -30.431000 -9729.607000 -176.679493 -30.475463 -9157.270000 -176.689002 -30.386092 -9431.205000 0.000000 0.000000 0.000000
-176.870296 -30.471090 -10122.390000 -176.827988 -30.566826 -9653.234000 -176.779364 -30.500509 -9588.078000 0.000000 0.000000 0.000000
-176.773089 -30.431000 -9729.607000 -176.779364 -30.500509 -9588.078000 -176.679493 -30.475463 -9157.270000 0.000000 0.000000 0.000000
-176.827988 -30.566826 -9653.234000 -176.849169 -30.659766 -9530.782000 -176.747839 -30.643640 -9083.802000 0.000000 0.000000 0.000000
-176.782966 -30.348525 -9992.088000 -176.867479 -30.394469 -10330.060000 -176.773089 -30.431000 -9729.607000 0.000000 0.000000 0.000000
-176.782966 -30.348525 -9992.088000 -176.689002 -30.386092 -9431.205000 -176.698468 -30.296727 -9697.192000 0.000000 0.000000 0.000000
-176.792307 -30.259175 -10284.330000 -176.782966 -30.348525 -9992.088000 -176.698468 -30.296727 -9697.192000 0.000000 0.000000 0.000000
-177.695737 -29.888939 -39536.770000 -177.747709 -29.825995 -44513.290000 -177.781139 -29.910490 -44514.520000 0.000000 0.000000 0.000000
-176.801584 -30.169837 -10608.540000 -176.885742 -30.221707 -11006.710000 -176.792307 -30.259175 -10284.330000 0.000000 0.000000 0.000000
-176.801584 -30.169837 -10608.540000 -176.792307 -30.259175 -10284.330000 -176.707892 -30.207348 -9958.212000 0.000000 0.000000 0.000000
-177.662662 -29.805911 -39493.910000 -177.712715 -29.743389 -44625.320000 -177.747709 -29.825995 -44513.290000 0.000000 0.000000 0.000000
-176.810824 -30.080451 -10963.130000 -176.894975 -30.132311 -11408.250000 -176.801584 -30.169837 -10608.540000 0.000000 0.000000 0.000000
-176.810824 -30.080451 -10963.130000 -176.801584 -30.169837 -10608.540000 -176.717274 -30.117965 -10234.020000 0.000000 0.000000 0.000000
-177.626844 -29.721433 -39720.830000 -177.679343 -29.657367 -44534.270000 -177.712715 -29.743389 -44625.320000 0.000000 0.000000 0.000000
-176.820002 -29.991059 -11359.220000 -176.904099 -30.042879 -11876.470000 -176.810824 -30.080451 -10963.130000 0.000000 0.000000 0.000000
-176.820002 -29.991059 -11359.220000 -176.726612 -30.028597 -10549.250000 -176.735907 -29.939233 -10904.540000 0.000000 0.000000 0.000000
-177.151009 -28.122415 -44890.590000 -177.236701 -28.145153 -50000.000000 -177.174075 -28.203558 -45023.850000 0.000000 0.000000 0.000000
-177.072367 -28.097538 -40540.090000 -177.063638 -28.016693 -41383.160000 -177.130332 -28.034797 -45369.460000 0.000000 0.000000 0.000000
-176.829100 -29.901732 -11807.450000 -176.735907 -29.939233 -10904.540000 -176.745160 -29.849875 -11276.380000 0.000000 0.000000 0.000000
-177.594129 -29.637715 -39607.810000 -177.644725 -29.575919 -44731.290000 -177.679343 -29.657367 -44534.270000 0.000000 0.000000 0.000000
-176.829100 -29.901732 -11807.450000 -176.913060 -29.953514 -12406.530000 -176.820002 -29.991059 -11359.220000 0.000000 0.000000 0.000000
-177.099393 -27.946779 -45211.960000 -177.075091 -27.865881 -45002.840000 -177.156370 -27.887844 -50000.000000 0.000000 0.000000 0.000000
-177.012202 -27.948625 -39682.390000 -176.937240 -27.896259 -36159.010000 -177.008495 -27.861982 -40992.070000 0.000000 0.000000 0.000000
-176.838146 -29.812419 -12308.680000 -176.745160 -29.849875 -11276.380000 -176.754369 -29.760530 -11711.730000 0.000000 0.000000 0.000000
-177.558418 -29.553990 -39861.420000 -177.610928 -29.489053 -44554.110000 -177.644725 -29.575919 -44731.290000 0.000000 0.000000 0.000000
-176.838146 -29.812419 -12308.680000 -176.922010 -29.864166 -12969.680000 -176.829100 -29.901732 -11807.450000 0.000000 0.000000 0.000000
-177.525228 -29.469730 -39741.770000 -177.577040 -29.407883 -44714.090000 -177.610928 -29.489053 -44554.110000 0.000000 0.000000 0.000000
-176.847102 -29.723179 -12890.220000 -176.930790 -29.774975 -13640.460000 -176.838146 -29.812419 -12308.680000 0.000000 0.000000 0.000000
-176.847102 -29.723179 -12890.220000 -176.838146 -29.812419 -12308.680000 -176.754369 -29.760530 -11711.730000 0.000000 0.000000 0.000000
-176.856015 -29.633962 -13541.010000 -176.847102 -29.723179 -12890.220000 -176.763534 -29.671208 -12214.190000 0.000000 0.000000 0.000000
-177.490667 -29.386743 -39867.820000 -177.542862 -29.321683 -44529.800000 -177.577040 -29.407883 -44714.090000 0.000000 0.000000 0.000000
-176.856015 -29.633962 -13541.010000 -176.939449 -29.685881 -14420.840000 -176.847102 -29.723179 -12890.220000 0.000000 0.000000 0.000000
-177.455200 -29.302627 -40025.700000 -177.509454 -29.239384 -44548.930000 -177.542862 -29.321683 -44529.800000 0.000000 0.000000 0.000000
-176.864846 -29.544738 -14267.960000 -176.947976 -29.596777 -15300.350000 -176.856015 -29.633962 -13541.010000 0.000000 0.000000 0.000000
-176.864846 -29.544738 -14267.960000 -176.772655 -29.581918 -12775.160000 -176.781731 -29.492651 -13398.970000 0.000000 0.000000 0.000000
-176.873592 -29.455560 -15069.040000 -176.864846 -29.544738 -14267.960000 -176.781731 -29.492651 -13398.970000 0.000000 0.000000 0.000000
-177.422844 -29.213342 -40082.450000 -177.475067 -29.148925 -44832.020000 -177.509454 -29.239384 -44548.930000 0.000000 0.000000 0.000000
-176.873592 -29.455560 -15069.040000 -176.956272 -29.507744 -16270.870000 -176.864846 -29.544738 -14267.960000 0.000000 0.000000 0.000000
-176.882222 -29.366517 -15941.840000 -176.964269 -29.418849 -17317.280000 -176.873592 -29.455560 -15069.040000 0.000000 0.000000 0.000000
-176.882222 -29.366517 -15941.840000 -176.790763 -29.403425 -14084.500000 -176.799751 -29.314221 -14821.830000 0.000000 0.000000 0.000000
-176.890682 -29.277559 -16907.910000 -176.972154 -29.330080 -18432.840000 -176.882222 -29.366517 -15941.840000 0.000000 0.000000 0.000000
-176.890682 -29.277559 -16907.910000 -176.882222 -29.366517 -15941.840000 -176.799751 -29.314221 -14821.830000 0.000000 0.000000 0.000000
-176.899021 -29.188590 -17947.910000 -176.980020 -29.241327 -19619.790000 -176.890682 -29.277559 -16907.910000 0.000000 0.000000 0.000000
-176.899021 -29.188590 -17947.910000 -176.890682 -29.277559 -16907.910000 -176.808695 -29.225050 -15615.520000 0.000000 0.000000 0.000000
-176.907242 -29.099703 -19055.250000 -176.817593 -29.135928 -16469.310000 -176.826447 -29.046846 -17386.260000 0.000000 0.000000 0.000000
-177.304563 -28.868355 -40501.800000 -177.362414 -28.808870 -45142.940000 -177.388577 -28.892696 -45236.450000 0.000000 0.000000 0.000000
-177.335538 -28.955288 -40327.240000 -177.388577 -28.892696 -45236.450000 -177.420246 -28.981875 -45009.490000 0.000000 0.000000 0.000000
-176.915373 -29.010924 -20228.680000 -176.826447 -29.046846 -17386.260000 -176.835254 -28.957832 -18390.450000 0.000000 0.000000 0.000000
-176.923500 -28.922198 -21458.260000 -176.844014 -28.868895 -19473.600000 -176.931581 -28.833567 -22754.700000 0.000000 0.000000 0.000000
-176.923500 -28.922198 -21458.260000 -177.002590 -28.975562 -23568.490000 -176.915373 -29.010924 -20228.680000 0.000000 0.000000 0.000000
-176.923500 -28.922198 -21458.260000 -176.915373 -29.010924 -20228.680000 -176.835254 -28.957832 -18390.450000 0.000000 0.000000 0.000000
-176.931581 -28.833567 -22754.700000 -177.009729 -28.887300 -25046.800000 -176.923500 -28.922198 -21458.260000 0.000000 0.000000 0.000000
-176.931581 -28.833567 -22754.700000 -176.852726 -28.780034 -20635.200000 -176.939393 -28.744790 -24114.800000 0.000000 0.000000 0.000000
-177.334457 -28.721658 -45058.640000 -177.362414 -28.808870 -45142.940000 -177.277539 -28.783334 -40423.360000 0.000000 0.000000 0.000000
-177.334457 -28.721658 -45058.640000 -177.417093 -28.747931 -50000.000000 -177.362414 -28.808870 -45142.940000 0.000000 0.000000 0.000000
-176.947212 -28.656497 -25510.910000 -176.861402 -28.691134 -21763.930000 -176.870024 -28.602390 -23044.000000 0.000000 0.000000 0.000000
-177.198493 -28.523327 -40398.380000 -177.253698 -28.461523 -45185.790000 -177.282552 -28.551789 -44997.420000 0.000000 0.000000 0.000000
-176.955002 -28.568120 -27006.280000 -176.947212 -28.656497 -25510.910000 -176.870024 -28.602390 -23044.000000 0.000000 0.000000 0.000000
-177.175270 -28.436422 -40757.830000 -177.229965 -28.377068 -45174.390000 -177.253698 -28.461523 -45185.790000 0.000000 0.000000 0.000000
-177.222811 -28.610978 -40447.730000 -177.282552 -28.551789 -44997.420000 -177.307457 -28.634590 -45157.070000 0.000000 0.000000 0.000000
-176.962864 -28.479866 -28547.830000 -176.878596 -28.513749 -24412.680000 -176.887121 -28.425202 -25857.330000 0.000000 0.000000 0.000000
-177.140898 -28.347491 -40226.230000 -177.204598 -28.291989 -45099.990000 -177.229965 -28.377068 -45174.390000 0.000000 0.000000 0.000000
-176.970690 -28.391715 -30155.160000 -176.962864 -28.479866 -28547.830000 -176.887121 -28.425202 -25857.330000 0.000000 0.000000 0.000000
-177.126634 -28.261519 -40769.290000 -177.174075 -28.203558 -45023.850000 -177.204598 -28.291989 -45099.990000 0.000000 0.000000 0.000000
-176.978527 -28.303690 -31824.170000 -176.895597 -28.336759 -27377.510000 -176.904023 -28.248428 -28979.940000 0.000000 0.000000 0.000000
-176.986330 -28.215743 -33563.840000 -176.904023 -28.248428 -28979.940000 -176.912403 -28.160191 -30648.760000 0.000000 0.000000 0.000000
-177.074826 -28.184024 -39198.070000 -177.151009 -28.122415 -44890.590000 -177.174075 -28.203558 -45023.850000 0.000000 0.000000 0.000000
-176.993902 -28.128038 -35403.090000 -176.986330 -28.215743 -33563.840000 -176.912403 -28.160191 -30648.760000 0.000000 0.000000 0.000000
-176.998434 -28.041058 -37144.970000 -176.920732 -28.072084 -32403.890000 -176.929011 -27.984106 -34245.700000 0.000000 0.000000 0.000000
-177.075091 -27.865881 -45002.840000 -177.012202 -27.948625 -39682.390000 -177.008495 -27.861982 -40992.070000 0.000000 0.000000 0.000000
-177.063638 -28.016693 -41383.160000 -177.099393 -27.946779 -45211.960000 -177.130332 -28.034797 -45369.460000 0.000000 0.000000 0.000000
-177.012202 -27.948625 -39682.390000 -176.998434 -28.041058 -37144.970000 -176.929011 -27.984106 -34245.700000 0.000000 0.000000 0.000000
-177.008495 -27.861982 -40992.070000 -177.036837 -27.777366 -44553.880000 -177.075091 -27.865881 -45002.840000 0.000000 0.000000 0.000000
